Num episodes,Cumulative rewards
1200,"[-151.4486300913141, -139.21079136832662, -141.88546713744051, -184.34254881623826, -226.4387921280977, -136.94986846669855, -256.0267675617594, -143.69546020949466, -179.61212588338293, -666.4839491093228]"
1210,"[-560.1387548521225, -474.13030819209604, -168.35038741224477, -537.3221764699385, -373.1904823420013, -193.82738418407888, -279.04483810339843, -115.43371664920585, -213.22641001138817, -468.6655355212106]"
1220,"[-531.9963015961657, -276.6213091524253, -235.4913942848525, -455.863526226006, -474.65514768194504, -131.88932238611645, -637.1237253117062, -1763.4768754203833, -420.6149621995957, -288.84822826073514]"
1230,"[-210.24251291725363, 3.883809304262968, -90.16746368999137, -293.8334787072042, -91.96915503860441, -137.78177374549776, -282.2137415218807, -578.3427146019526, -124.37950651322916, -234.05327518726773]"
1240,"[-173.64640746864853, -140.24994488052243, -215.92263605533236, -265.24280145034584, -141.15849114193256, -234.85587644384606, -511.1473921774884, -142.8538852504934, -235.48566392454512, -443.04100518757355]"
1250,"[-275.24966170850905, -498.77161119050464, -386.5289469073749, -159.83356968782067, -433.2058832369286, -460.3280480261801, -143.22463836259817, -158.91537888954278, -420.17249479101713, -625.2554477533411]"
1260,"[-283.00963214671634, -143.22366536739628, -131.07904953131103, -70.44639260168249, -238.0978377814144, -99.56980395995882, -126.91056830992017, -365.2663092167403, -174.4477273200488, -106.80639446482914]"
1270,"[-324.6957431992703, -120.87459033324484, -214.79555151472746, -75.32820837942808, -204.62264027616106, -382.4794840759635, -151.59170710605676, -358.14496848423596, -131.3258778166853, -483.50289317639994]"
1280,"[-155.30433755221748, -164.5698167435915, -113.29138427056046, 18.034190411247167, -268.27657162011064, -493.0707922931518, -45.833376695273216, -99.53316979515213, -223.40135158784307, -196.6032030863072]"
1290,"[-477.059509352293, -469.4607039210158, -177.52492676965267, -367.6704016919581, -577.9600406574567, -394.3089371348341, -174.99916463179375, -152.19689484257282, -540.8668391944142, -504.64937941660827]"
1300,"[-267.566197160687, -237.73151028724283, -337.37350176078434, -109.313125937839, -238.76897001234084, -278.1049648727975, -164.59194931061006, -25.489569900047016, -146.02582313712742, -399.5724696536653]"
1310,"[-469.92811012532223, -145.97624164668744, -298.8991885278941, -159.5795852660685, -284.5703008004415, -51.39518562173828, -611.164362426651, -269.0919240906562, -198.24400003468787, -144.88011970711463]"
1320,"[-148.88982790575562, -489.2351331331991, -556.7806042529526, -360.73069473559974, -134.0483564416436, -91.88349996898421, -166.58567924956583, -141.53755486957735, -520.6343645608376, -266.432689509566]"
1330,"[-161.58023720762893, -130.17860898418905, -267.704985862934, -124.52652387693678, -151.82219002963646, -134.70996778256787, -293.5982537409001, -360.439583155675, -126.3984918368169, -129.59332604728894]"
1340,"[-300.04859877523575, -105.27588959040129, -487.5874150117553, -119.29025947053213, -542.4121029983271, -147.6042001881729, -1077.241494016072, -152.43051283250134, -124.82441202076895, -311.7359641052604]"
1350,"[-253.06611326289914, -338.54106592211104, -92.90560191094028, -91.03438642549949, -291.8799523773173, -90.12124980338365, -113.39465383810114, -166.68586118722746, -735.6889056274291, -2.0446916497695327]"
1360,"[-1345.124689805017, -354.6231778745025, -365.9336587756768, -259.80032456615425, -211.80448458350256, -137.1580086390971, -137.07188782885143, -88.29526091209036, -106.22622635893907, -82.36385497488507]"
1370,"[-103.65447659056073, -312.70723481932447, -117.93007332831792, -441.7793439203661, -140.62437429061794, -637.4050674691783, -405.34733443667767, -572.8441229612145, -89.46491818835514, -452.07612649028613]"
1380,"[-745.1457333587257, -140.69429771440946, -476.4303745534646, -160.53015170825603, -165.20173633245565, -328.3844132746086, -367.19159142714176, -484.79712097091453, -377.61754592747025, -516.7348169276308]"
1390,"[-337.7253052081347, -216.6864690314208, -316.83098174963175, -527.4609385381156, -266.4480083501778, -114.5463760565074, -302.29892478277037, -178.67768234636185, -166.1418682162482, -122.7473240779025]"
1400,"[-494.08461905372974, -466.9989122986521, -317.65720783077927, -111.15365863323154, -147.46954351325317, -266.0020690853635, -138.76893868631302, -125.93829680366161, -378.0738359212135, -171.56614959806564]"
1410,"[-498.16100558573856, -131.49707501636817, -186.63292227588602, -382.6497354666486, -138.12590052244988, -340.7941049957177, -121.10562809641345, -430.06421643563607, -442.82516415023133, -133.08412241921914]"
1420,"[-124.01456788011058, -506.9650624156511, -281.13996138750014, -471.36774065577197, -165.14105314555542, -274.49283108432144, -439.30742137590346, -264.5924677494636, -563.8235071163531, -273.79236238221813]"
1430,"[-298.5650521511509, -426.3469585597811, -538.5033975541193, -129.597377865628, -159.01573218589166, -512.5423454402315, -150.35683285797668, -143.23158053294935, -172.34369424405884, -211.46588068266348]"
1440,"[-171.22508246784247, -304.5406208807667, -179.43821598533412, -497.10393008716943, -594.9597996573093, -343.6070311762259, -734.9051805407166, -208.28774696002233, -269.97899485450034, -412.94689486430195]"
1450,"[-374.2322123328049, -362.0637210899466, -332.4360108285591, -220.07513743433717, -125.62503664919069, -410.3078424633597, -281.53835288430514, -147.516016466596, -446.937882933239, -416.73763427989934]"
